,type,year,title,trim,price,mileage
471,new,2018,Ford F-150 ,Lariat ,51875,25
472,new,2018,Ford F-150 ,XL ,34945,5
473,new,2018,Ford F-150 ,XL ,38595,85
474,new,2018,Ford F-150 ,Lariat ,57320,5
475,new,2018,Ford F-150 ,XL ,34945,5
476,new,2018,Ford F-150 ,XL ,31915,5
477,new,2016,Ford Fiesta ,SE ,19380,199
478,new,2018,Ford F-150 ,Lariat ,57320,5
479,new,2018,Ford F-350 Super Duty ,Lariat ,70625,5
480,new,2018,Ford F-150 ,XLT ,46460,5
481,new,2018,Ford F-150 ,Lariat ,57105,5
482,new,2018,Ford F-250 Super Duty ,Lariat ,71975,5
483,new,2018,Ford F-150 ,XL ,30705,5
484,new,2018,Ford F-150 ,Lariat ,57565,5
485,new,2018,Ford F-150 ,Lariat ,54330,6
486,new,2018,Ford F-150 ,XLT ,46725,5
487,new,2018,Ford F-150 ,XL ,29570,5
488,new,2018,Ford F-250 Super Duty ,XLT ,51485,5
489,new,2018,Ford F-150 ,XLT ,50535,5
490,new,2019,Ford Flex ,SEL ,36480,5
491,new,2018,Ford Flex ,Limited w/EcoBoost ,50075,6
492,new,2018,Ford F-250 Super Duty ,Lariat ,69120,7
493,new,2018,Ford F-250 Super Duty ,Limited ,81940,5
494,new,2018,Ford F-150 ,XLT ,48220,102
495,new,2018,Ford Flex ,Limited w/EcoBoost ,50550,5
496,new,2018,Ford F-250 Super Duty ,Lariat ,71975,5
497,new,2018,Ford F-150 ,XL ,30705,5
498,new,2018,Ford F-150 ,XL ,36190,5
499,new,2016,Ford Fiesta ,SE ,16195,975
500,new,2018,Ford F-150 ,XL ,36450,5
501,new,2018,Ford F-150 ,XL ,36880,5
502,new,2018,Ford Flex ,Limited w/EcoBoost ,50075,6
503,new,2018,Ford F-150 ,Lariat ,58955,5
504,new,2018,Ford F-150 ,XLT ,46365,85
505,new,2018,Ford F-150 ,Lariat ,58155,5
506,new,2018,Ford F-150 ,XL ,31050,5
507,new,2018,Ford F-150 ,XLT ,49240,6
508,new,2019,Ford Flex ,SEL ,35075,5
509,new,2018,Ford F-150 ,XLT ,50535,5
510,new,2018,Ford F-150 ,XLT ,46160,5
511,new,2018,Ford F-250 Super Duty ,Lariat ,68420,85
512,new,2018,Ford F-250 Super Duty ,Lariat ,74040,5
513,new,2018,Ford F-150 ,XL ,30800,5
514,new,2018,Ford F-150 ,Raptor ,70170,5
515,new,2018,Ford F-150 ,XLT ,49240,6
516,new,2018,Ford Flex ,Limited w/EcoBoost ,50075,6
517,new,2018,Ford F-150 ,Lariat ,58955,5
518,new,2018,Ford F-150 ,XLT ,46365,85
519,new,2018,Ford F-150 ,XL ,36450,5
520,new,2018,Ford F-150 ,XL ,36880,5
521,new,2018,Ford F-150 ,Lariat ,58155,5
522,new,2018,Ford F-150 ,XLT ,48295,5
523,new,2018,Ford F-150 ,XL ,30895,521
524,new,2018,Ford Fusion ,S ,23985,5
525,new,2017,Ford Fiesta ,ST ,22610,6
526,new,2018,Ford Edge ,SEL ,38415,5
527,new,2018,Ford F-150 ,Lariat ,54210,5
528,new,2018,Ford Edge ,SE ,30215,5
529,new,2018,Ford Fiesta ,SE ,17705,5
530,new,2018,Ford Explorer ,Platinum ,55780,5
531,new,2018,Ford Fusion Energi ,SE Luxury ,37475,5
532,new,2018,Ford Edge ,SEL ,36725,5
533,new,2018,Ford F-150 ,Lariat ,57045,104
534,new,2017,Ford Explorer ,XLT ,35115,5
535,new,2018,Ford Mustang ,GT ,41280,5
536,new,2018,Ford Fusion ,SE ,30645,25
537,new,2018,Ford Transit Van ,250 High Roof w/Sliding Passenger Side Door ,43090,5
538,new,2018,Ford EcoSport ,SE ,24295,5
539,new,2018,Ford Escape ,S ,24935,5
540,new,2018,Ford Escape ,SEL ,29595,5
541,new,2018,Ford Fusion Hybrid ,Titanium ,31745,5
542,new,2018,Ford Explorer ,XLT ,38915,5
543,new,2018,Ford Focus ,SE ,21320,5
544,new,2018,Ford Edge ,SEL ,36725,115
545,new,2018,Ford Escape ,S ,25440,6
546,new,2018,Ford EcoSport ,SE ,24295,5
547,new,2018,Ford Fusion Energi ,SE Luxury ,32275,5
548,new,2018,Ford Fusion Energi ,SE Luxury ,35385,5
549,new,2018,Ford Mustang ,EcoBoost ,36470,5
550,new,2018,Ford F-150 ,XL ,33185,5
551,new,2018,Ford Edge ,Sport ,48985,5
552,new,2018,Ford F-150 ,XL ,44610,85
553,new,2018,Ford Edge ,Titanium ,45970,5
554,new,2018,Ford Mustang ,EcoBoost ,33465,5
555,new,2018,Ford Expedition ,XLT ,52890,5
556,new,2018,Ford F-150 ,XL ,30895,521
557,new,2018,Ford Escape ,SE ,26600,5
558,new,2018,Ford Transit Van ,"150 Low Roof w/148"" WB, Sliding Passenger Side Door ",36735,5
559,new,2018,Ford Edge ,Titanium ,41625,5
560,new,2018,Ford Escape ,SE ,29245,5
561,new,2018,Ford Escape ,SEL ,32240,5
562,new,2018,Ford F-150 ,XLT ,50950,85
563,new,2018,Ford Edge ,SEL ,37320,5
564,new,2018,Ford Mustang ,EcoBoost ,29170,5
565,new,2018,Ford Focus ,Titanium ,25050,6
566,new,2018,Ford Escape ,SEL ,29795,5
567,new,2018,Ford Fiesta ,SE ,17405,5
568,new,2017,Ford Focus ,SE w/EcoBoost ,20540,45
569,new,2018,Ford Mustang ,GT Premium ,47070,5
570,new,2018,Ford EcoSport ,SE ,23900,5
571,new,2018,Ford Flex ,SEL ,34090,6
572,new,2018,Ford Explorer ,XLT ,35565,5
573,new,2018,Ford Fusion ,S ,23985,5
574,new,2018,Ford Expedition ,XLT ,55985,5
575,new,2018,Ford Mustang ,EcoBoost ,36770,5
576,new,2018,Ford F-250 Super Duty ,King Ranch ,77810,25
577,new,2019,Ford Flex ,SEL ,38470,5
578,new,2017,Ford F-150 ,XLT ,46380,2455
579,new,2018,Ford Escape ,SE ,27590,5
580,new,2018,Ford Edge ,SEL ,37245,5
581,new,2018,Ford EcoSport ,SE ,25286,6
582,new,2018,Ford Escape ,Titanium ,35120,6
583,new,2018,Ford Taurus ,SHO ,47525,5
584,new,2018,Ford F-150 ,Lariat ,61495,6
585,new,2018,Ford F-150 ,Limited ,68280,5
586,new,2018,Ford Edge ,SEL ,36820,5
587,new,2018,Ford Fiesta ,ST ,23330,5
588,new,2018,Ford Fiesta ,SE ,17705,5
589,new,2018,Ford Transit Van ,"250 Medium Roof w/130"" WB, Sliding Passenger Side Door ",39965,5
590,new,2018,Ford Escape ,S ,25440,5
591,new,2018,Ford Focus ,SE ,21415,5
592,new,2018,Ford F-150 ,XL ,44610,85
593,new,2018,Ford Edge ,Titanium ,44340,5
594,new,2018,Ford Escape ,S ,24935,10
595,new,2018,Ford EcoSport ,SE ,23900,5
596,new,2018,Ford Fusion ,S ,23985,5
597,new,2018,Ford Edge ,Titanium ,39140,5
598,new,2018,Ford Mustang ,GT Premium ,46575,5
599,new,2018,Ford Escape ,Titanium ,36360,6
600,new,2018,Ford Expedition ,Platinum ,78110,5
601,new,2018,Ford Edge ,Titanium ,45245,5
602,new,2017,Ford F-150 ,XL ,39020,45
603,new,2018,Ford Focus ,SE w/EcoBoost ,22410,5
604,new,2018,Ford Escape ,SEL ,31740,5
605,new,2018,Ford EcoSport ,Titanium ,28575,11
606,new,2018,Ford Fiesta ,SE ,17615,5
607,new,2017,Ford Fiesta ,S ,15930,6
608,new,2019,Ford Flex ,SEL ,38470,5
609,new,2018,Ford F-150 ,XL ,30895,521
610,new,2017,Ford F-150 ,XLT ,46380,2455
611,new,2018,Ford F-250 Super Duty ,King Ranch ,77810,25
612,new,2018,Ford EcoSport ,SE ,24295,5
613,new,2018,Ford Mustang ,EcoBoost ,36470,5
614,new,2018,Ford Escape ,Titanium ,36115,6
615,new,2018,Ford Taurus ,SEL ,36105,5
616,new,2018,Ford C-Max Hybrid ,SE ,26705,115
617,new,2017,Ford Fiesta ,SE ,17695,5
618,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors LWB ,26600,5
619,new,2017,Ford Focus ,Titanium ,25245,6
620,new,2018,Ford EcoSport ,S ,22490,5
621,new,2018,Ford Edge ,Sport ,49090,5
622,new,2017,Ford Fiesta ,SE ,18445,6
623,new,2018,Ford Escape ,Titanium ,36360,6
624,new,2018,Ford EcoSport ,SE ,25290,5
625,new,2018,Ford Edge ,Titanium ,41730,5
626,new,2018,Ford Edge ,SEL ,37125,5
627,new,2018,Ford Edge ,SEL ,36820,5
628,new,2018,Ford Mustang ,GT ,39295,5
629,new,2018,Ford Escape ,SE ,28790,5
630,new,2018,Ford Explorer ,XLT ,41800,93
631,new,2018,Ford Fusion Hybrid ,SE ,29555,5
632,new,2018,Ford Fusion Hybrid ,SE ,30555,6
633,new,2018,Ford Edge ,Sport ,48880,5
634,new,2018,Ford Focus ,SE ,21320,5
635,new,2018,Ford Edge ,Sport ,48695,5
636,new,2018,Ford Explorer ,XLT ,42395,5
637,new,2018,Ford Focus ,SE ,21415,5
638,new,2018,Ford Fiesta ,SE ,17705,5
639,new,2018,Ford Edge ,SEL ,36820,5
640,new,2018,Ford Mustang ,GT Premium ,45280,5
641,new,2018,Ford Escape ,Titanium ,36955,6
642,new,2018,Ford F-150 ,Lariat ,61475,10
643,new,2018,Ford Escape ,Titanium ,36855,5
644,new,2018,Ford Focus ,Titanium ,25845,5
645,new,2018,Ford Edge ,SEL ,38810,5
646,new,2018,Ford F-150 ,Lariat ,62730,5
647,new,2018,Ford Focus ,Titanium ,26640,6
648,new,2018,Ford Focus ,S ,19830,6
649,new,2018,Ford Transit Van ,"150 Low Roof w/130"" WB, Sliding Passenger Side Door ",34020,5
650,new,2018,Ford Focus ,SE ,21415,8
651,new,2018,Ford Edge ,SEL ,36820,5
652,new,2018,Ford Edge ,Titanium ,41120,5
653,new,2017,Ford Focus ,SEL ,23540,6
654,new,2018,Ford Taurus ,SEL ,36205,5
655,new,2018,Ford Fiesta ,SE ,17705,5
656,new,2018,Ford Transit Van ,"250 Medium Roof w/130"" WB, Sliding Passenger Side Door ",39965,5
657,new,2018,Ford Escape ,S ,25440,5
658,new,2018,Ford Focus ,SE ,21415,5
659,new,2018,Ford Mustang ,GT Premium ,46575,5
660,new,2018,Ford F-150 ,Platinum ,65805,45
661,new,2018,Ford Edge ,SEL ,36725,6
662,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors LWB ,25630,5
663,new,2018,Ford Escape ,Titanium ,35575,80
664,new,2018,Ford Mustang ,EcoBoost ,36460,5
665,new,2018,Ford Escape ,Titanium ,35580,6
666,new,2018,Ford Fiesta ,SE ,17615,5
667,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors LWB ,25630,5
668,new,2018,Ford F-150 ,Limited ,68185,5
669,new,2018,Ford C-Max Hybrid ,SE ,24995,5
670,new,2018,Ford Focus ,SE w/EcoBoost ,22510,6
671,new,2017,Ford Fiesta ,SE ,18445,6
672,new,2018,Ford Edge ,Titanium ,43190,5
673,new,2018,Ford Edge ,SEL ,40305,5
674,new,2018,Ford Transit Van ,"150 Low Roof w/148"" WB, Sliding Passenger Side Door ",36735,5
675,new,2018,Ford Fiesta ,SE ,16520,6
676,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors LWB ,25435,5
677,new,2017,Ford Focus ST ,Base ,30125,6
678,new,2018,Ford Focus ,S ,18735,5
679,new,2018,Ford Edge ,Titanium ,43155,5
680,new,2018,Ford Taurus ,SEL ,36205,5
681,new,2017,Ford Explorer ,XLT ,39695,125
682,new,2018,Ford Transit Van ,250 High Roof w/Sliding Passenger Side Door ,40910,5
683,new,2017,Ford Fusion ,Titanium w/EcoBoost ,39625,17
684,new,2018,Ford Edge ,Titanium ,41120,5
685,new,2018,Ford Edge ,SEL ,38810,5
686,new,2018,Ford Edge ,Titanium ,41120,5
687,new,2018,Ford Edge ,Titanium ,45245,5
688,new,2017,Ford F-150 ,XL ,39020,45
689,new,2018,Ford Focus ,SE w/EcoBoost ,22410,5
690,new,2018,Ford Escape ,SEL ,31740,5
691,new,2018,Ford Fiesta ,SE ,17405,5
692,new,2018,Ford Edge ,SEL ,38415,5
693,new,2018,Ford F-150 ,Lariat ,61495,6
694,new,2018,Ford F-150 ,Limited ,68280,5
695,new,2018,Ford Edge ,SEL ,36820,5
696,new,2018,Ford Focus ,SEL ,22250,5
697,new,2018,Ford Mustang ,GT ,43280,5
698,new,2018,Ford Edge ,SEL ,38415,5
699,new,2018,Ford Escape ,SE ,29245,6
700,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors LWB ,25335,5
701,new,2018,Ford Escape ,Titanium ,35625,5
702,new,2018,Ford Escape ,S ,24935,5
703,new,2018,Ford Escape ,Titanium ,36115,6
704,new,2018,Ford Taurus ,SEL ,36105,5
705,new,2018,Ford C-Max Hybrid ,SE ,26705,115
706,new,2017,Ford Fiesta ,SE ,17695,5
707,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors LWB ,26600,5
708,new,2017,Ford Focus ,Titanium ,25245,6
709,new,2018,Ford EcoSport ,S ,22490,5
710,new,2018,Ford Edge ,Sport ,49090,5
711,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors LWB ,25400,5
712,new,2018,Ford Mustang ,GT ,39295,5
713,new,2018,Ford Escape ,SE ,28790,5
714,new,2018,Ford Explorer ,XLT ,41800,93
715,new,2018,Ford Fusion Hybrid ,SE ,29555,5
716,new,2018,Ford Fusion Hybrid ,SE ,30555,6
717,new,2018,Ford Edge ,Sport ,48880,5
718,new,2018,Ford Focus ,SE ,21320,5
719,new,2018,Ford Edge ,Sport ,48695,5
720,new,2018,Ford Explorer ,XLT ,42395,5
721,new,2018,Ford Escape ,SE ,27590,5
722,new,2018,Ford F-150 ,XLT ,54010,155
723,new,2018,Ford Mustang ,EcoBoost ,26580,5
724,new,2018,Ford Mustang ,EcoBoost Premium ,34885,5
725,new,2018,Ford Escape ,S ,24935,5
726,new,2018,Ford Explorer ,Sport ,48240,5
727,new,2018,Ford Fusion Hybrid ,SE ,29105,5
728,new,2018,Ford Mustang ,EcoBoost ,30670,5
729,new,2018,Ford F-150 ,XLT ,41195,5
730,new,2018,Ford Edge ,Sport ,48985,5
731,new,2018,Ford Fusion Hybrid ,S ,26265,5
732,new,2018,Ford Explorer ,Sport ,48380,85
733,new,2018,Ford Edge ,SEL ,39940,5
734,new,2018,Ford Escape ,S ,25565,6
735,new,2018,Ford Edge ,Sport ,48590,5
736,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors SWB ,24760,5
737,new,2018,Ford Mustang ,EcoBoost ,32670,5
738,new,2018,Ford Fusion Hybrid ,Titanium ,31745,5
739,new,2018,Ford Edge ,Sport ,48985,5
740,new,2018,Ford Escape ,SE ,30225,6
741,new,2018,Ford Fusion Hybrid ,Titanium ,35605,5
742,new,2018,Ford Explorer ,XLT ,43050,5
743,new,2018,Ford Mustang ,EcoBoost ,31770,5
744,new,2018,Ford Explorer ,Base ,33880,5
745,new,2018,Ford Edge ,Sport ,49180,5
746,new,2018,Ford F-150 ,XLT ,53875,115
747,new,2018,Ford Edge ,SE ,30310,5
748,new,2018,Ford Explorer ,Sport ,49035,5
749,new,2018,Ford Mustang ,EcoBoost ,29170,5
750,new,2018,Ford Escape ,SEL ,29795,5
751,new,2018,Ford Mustang ,EcoBoost ,30970,5
752,new,2018,Ford Explorer ,XLT ,46270,5
753,new,2018,Ford Edge ,Sport ,44940,5
754,new,2018,Ford F-150 ,XLT ,40035,5
755,new,2018,Ford Explorer ,Sport ,48240,5
756,new,2018,Ford Escape ,SE ,26600,45
757,new,2018,Ford Explorer ,Sport ,48240,5
758,new,2018,Ford Focus ST ,Base ,32125,20
759,new,2018,Ford Focus ,SE w/EcoBoost ,22015,6
760,new,2018,Ford Edge ,SEL ,39970,5
761,new,2018,Ford F-150 ,XL ,34635,5
762,new,2018,Ford Explorer ,Limited ,48565,5
763,new,2018,Ford Fusion Hybrid ,SE ,28425,5
764,new,2018,Ford Mustang ,EcoBoost ,33465,5
765,new,2018,Ford Focus ,SE ,21320,45
766,new,2018,Ford Transit Connect ,Cargo Van XLT w/Rear 180 Degree Doors LWB ,28000,5
767,new,2018,Ford Explorer ,Platinum ,55530,35
768,new,2018,Ford F-150 ,XLT ,37605,5
769,new,2018,Ford Mustang ,EcoBoost ,32670,5
770,new,2018,Ford F-150 ,XLT ,52035,6
771,new,2018,Ford Flex ,Limited w/EcoBoost ,50075,6
772,new,2018,Ford Edge ,SE ,30310,5
773,new,2018,Ford Focus ,SEL ,22450,5
774,new,2018,Ford Explorer ,Limited ,45325,5
775,new,2018,Ford Fusion Energi ,SE Luxury ,32180,5
776,new,2018,Ford Edge ,SE ,30310,5
777,new,2018,Ford Escape ,SEL ,29495,6
778,new,2018,Ford Explorer ,XLT ,43650,5
779,new,2018,Ford F-150 ,Lariat ,54210,5
780,new,2018,Ford Focus ,Titanium ,26045,6
781,new,2018,Ford Explorer ,XLT ,36305,6
782,new,2018,Ford Escape ,SE ,31530,5
783,new,2018,Ford EcoSport ,S ,21175,5
784,new,2018,Ford F-250 Super Duty ,XL ,37150,5
785,new,2018,Ford Explorer ,XLT ,41500,5
786,new,2018,Ford Explorer ,Sport ,53110,5
787,new,2018,Ford Explorer ,XLT ,42040,5
788,new,2018,Ford Escape ,S ,25440,6
789,new,2018,Ford Focus ST ,Base ,26445,6
790,new,2018,Ford Mustang ,EcoBoost ,29475,5
791,new,2018,Ford Escape ,SE ,29245,5
792,new,2018,Ford Focus ST ,Base ,31725,5
793,new,2018,Ford Explorer ,Base ,32985,95
794,new,2018,Ford Explorer ,Limited ,49820,5
795,new,2018,Ford Escape ,SEL ,32615,5
796,new,2018,Ford Explorer ,Base ,33135,115
797,new,2018,Ford Expedition ,MAX XLT ,61585,5
798,new,2018,Ford F-150 ,XL ,44115,5
799,new,2018,Ford Explorer ,XLT ,44945,5
800,new,2018,Ford Mustang ,GT ,36090,5
801,new,2018,Ford Mustang ,EcoBoost ,31070,5
802,new,2018,Ford Fusion ,SE ,30645,25
803,new,2018,Ford Edge ,Sport ,48695,5
804,new,2018,Ford Explorer ,XLT ,35015,5
805,new,2018,Ford Explorer ,XLT ,40560,5
806,new,2018,Ford F-150 ,XL ,34690,5
807,new,2018,Ford Mustang ,EcoBoost ,31075,5
808,new,2018,Ford F-150 ,Lariat ,63225,5
809,new,2018,Ford Transit Connect ,Cargo Van XLT w/Rear 180 Degree Doors LWB ,27480,5
810,new,2018,Ford Escape ,SEL ,29595,5
811,new,2018,Ford F-150 ,XLT ,51200,6
812,new,2018,Ford Fusion Hybrid ,Titanium ,31745,5
813,new,2018,Ford Explorer ,XLT ,38915,5
814,new,2018,Ford Escape ,S ,25530,5
815,new,2018,Ford Escape ,SE ,30935,6
816,new,2018,Ford Escape ,SE ,26695,25
817,new,2018,Ford Mustang ,EcoBoost ,33465,5
818,new,2018,Ford Escape ,SEL ,32020,5
819,new,2018,Ford Expedition ,XLT ,55480,5
820,new,2018,Ford Edge ,SE ,30410,5
821,new,2018,Ford Mustang ,EcoBoost ,29575,5
822,new,2018,Ford Focus ,SEL ,23245,6
823,new,2018,Ford Fusion ,SE ,25860,5
824,new,2018,Ford Mustang ,EcoBoost ,30175,5
825,new,2018,Ford Escape ,S ,24970,6
826,new,2018,Ford Mustang ,EcoBoost ,29775,963
827,new,2018,Ford Focus ,SE ,21320,5
828,new,2018,Ford Focus ST ,Base ,26445,5
829,new,2018,Ford EcoSport ,SE ,24495,5
830,new,2018,Ford Expedition ,MAX Platinum ,82835,5
831,new,2018,Ford Edge ,SE ,30215,5
832,new,2018,Ford Fusion ,SE ,24765,5
833,new,2018,Ford F-150 ,XL ,34360,5
834,new,2018,Ford Explorer ,Limited ,43085,5
835,new,2018,Ford Focus ,SE ,21320,6
836,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors SWB ,24465,5
837,new,2019,Ford Flex ,SEL ,35075,5
838,new,2018,Ford Explorer ,XLT ,39270,5
839,new,2018,Ford Escape ,SEL ,30970,5
840,new,2018,Ford Expedition ,XLT ,52890,5
841,new,2018,Ford F-150 ,XLT ,37995,5
842,new,2018,Ford Explorer ,Sport ,47680,75
843,new,2018,Ford Mustang ,EcoBoost ,26580,5
844,new,2018,Ford F-150 ,Limited ,67905,5
845,new,2018,Ford Edge ,Sport ,49090,5
846,new,2018,Ford Edge ,SE ,30310,5
847,new,2018,Ford Mustang ,EcoBoost ,28875,5
848,new,2018,Ford Mustang ,EcoBoost ,30575,48
849,new,2018,Ford Fusion Hybrid ,Titanium ,36505,5
850,new,2018,Ford Escape ,SEL ,31090,6
851,new,2018,Ford Escape ,SEL ,31875,6
852,new,2018,Ford Fusion Energi ,SE Luxury ,35385,5
853,new,2018,Ford Explorer ,XLT ,39910,5
854,new,2018,Ford Fusion Hybrid ,Titanium ,38245,5
855,new,2018,Ford Explorer ,XLT ,41800,5
856,new,2018,Ford Escape ,S ,25440,6
857,new,2018,Ford Escape ,SE ,31070,5
858,new,2018,Ford Explorer ,Base ,34195,165
859,new,2018,Ford Fusion Hybrid ,Titanium ,31745,5
860,new,2018,Ford Flex ,SEL ,34490,6
861,new,2018,Ford Explorer ,XLT ,40715,5
862,new,2018,Ford F-150 ,Lariat ,58725,5
863,new,2018,Ford Flex ,SEL ,34090,6
864,new,2018,Ford Escape ,S ,25530,10
865,new,2019,Ford Flex ,SEL ,36480,5
866,new,2018,Ford Escape ,SEL ,30945,6
867,new,2018,Ford Fusion Hybrid ,Titanium ,32935,5
868,new,2018,Ford Mustang ,GT Premium ,48370,5
869,new,2018,Ford Edge ,SEL ,33575,5
870,new,2018,Ford Fusion Energi ,SE Luxury ,34065,5
871,new,2018,Ford EcoSport ,S ,21175,5
872,new,2018,Ford Explorer ,Limited ,47415,5
873,new,2018,Ford Explorer ,XLT ,41800,5
874,new,2018,Ford Explorer ,Platinum ,55780,5
875,new,2018,Ford Escape ,SE ,26600,5
876,new,2018,Ford Fusion Energi ,SE Luxury ,32275,5
877,new,2018,Ford EcoSport ,SE ,25195,39
878,new,2018,Ford Fusion Energi ,SE Luxury ,37475,5
879,new,2018,Ford Explorer ,XLT ,35565,5
880,new,2018,Ford Escape ,SE ,29245,6
881,new,2018,Ford Explorer ,Limited ,45920,5
882,new,2018,Ford Fusion ,SE ,28655,103
883,new,2018,Ford Explorer ,XLT ,39965,5
884,new,2018,Ford Explorer ,XLT ,38240,5
885,new,2018,Ford Explorer ,XLT ,40205,5
886,new,2018,Ford Fusion Energi ,SE Luxury ,35385,5
887,new,2018,Ford F-350 Super Duty ,Lariat ,73655,5
888,new,2018,Ford Fusion Hybrid ,Titanium ,36700,5
889,new,2018,Ford Explorer ,Platinum ,54935,145
890,new,2018,Ford Mustang ,EcoBoost ,28565,5
891,new,2018,Ford F-150 ,XLT ,47235,5
892,new,2018,Ford Focus ST ,Base ,32220,5
893,new,2018,Ford Expedition ,XLT ,57795,5
894,new,2018,Ford Expedition ,MAX Platinum ,80800,5
895,new,2018,Ford Escape ,SE ,29245,5
896,new,2018,Ford Expedition ,XLT ,55985,5
897,new,2018,Ford Fusion ,SE ,25160,5
898,new,2018,Ford Focus ,SE w/EcoBoost ,22015,5
899,new,2018,Ford Escape ,SEL ,32240,5
900,new,2018,Ford F-150 ,XLT ,50950,85
901,new,2018,Ford F-150 ,XL ,33185,5
902,new,2018,Ford F-150 ,XL ,34360,25
903,new,2018,Ford Explorer ,XLT ,46355,5
904,new,2018,Ford Edge ,SE ,30310,5
905,new,2018,Ford EcoSport ,SE ,25685,5
906,new,2018,Ford Explorer ,XLT ,38240,5
907,new,2018,Ford Mustang ,EcoBoost ,29170,5
908,new,2018,Ford Escape ,SEL ,30290,6
909,new,2018,Ford Explorer ,XLT ,37345,5
910,new,2018,Ford Edge ,SEL ,37350,45
911,new,2018,Ford Fusion ,SE ,24765,5
912,new,2018,Ford Transit Connect ,Cargo Van XL w/Rear 180 Degree Doors SWB ,24305,6
913,new,2018,Ford Mustang ,EcoBoost ,28470,5
914,new,2018,Ford Escape ,SE ,27195,6
915,new,2018,Ford Focus ,SEL ,22450,6
916,new,2018,Toyota 4Runner ,SR5 ,39034,0
917,used,2014,Jeep Cherokee ,Trailhawk ,20981,56200
918,used,2013,Chevrolet Corvette ,Grand Sport ,42561,32155
919,used,2014,Dodge Charger ,R/T ,21402,53864
920,used,2015,Dodge Challenger ,SRT Hellcat ,46561,41030
921,used,2013,Toyota Tacoma ,V6 ,28761,66322
922,used,2018,Toyota Camry Hybrid ,LE ,25998,1089
923,used,2006,Lexus GX 470 ,Base ,16991,109930
924,used,2013,GMC Sierra 1500 ,SLT ,26893,81498
925,used,2017,Ford Mustang ,EcoBoost Premium ,22991,42838
926,used,2018,Toyota Camry Hybrid ,LE ,25998,1089
927,new,2018,Toyota Tacoma ,TRD Sport ,38597,0
928,new,2018,Toyota Tacoma ,TRD Sport ,35982,0
929,new,2018,Toyota Corolla ,LE ,20549,3
930,used,2017,Toyota Tacoma ,TRD Off Road ,33387,17027
931,certified,2018,Toyota Camry ,SE ,23991,10886
932,certified,2015,Toyota Prius ,Two ,18420,17211
933,used,2013,Toyota RAV4 ,LE ,15991,68921
934,certified,2016,Toyota RAV4 Hybrid ,XLE ,25991,25052
935,certified,2016,Toyota Tacoma ,TRD Sport ,31780,23928
936,used,2017,Toyota Corolla iM ,Base ,17951,18162
937,certified,2016,Toyota Prius ,Two ,21521,19820
938,certified,2015,Toyota Corolla ,S Plus ,17351,22583
939,used,2015,Toyota Prius v ,Four ,22991,32472
940,used,2015,Ford F-150 ,Lariat ,37921,22076
941,used,2010,Toyota Prius ,IV ,13921,57667
942,used,2015,Toyota Highlander ,XLE ,29941,43085
943,used,2015,Toyota RAV4 ,XLE ,22169,28580
944,certified,2015,Toyota Camry ,SE ,17651,37611
945,certified,2015,Toyota Camry ,LE ,16960,17415
946,used,2017,Toyota Prius Prime ,Plus ,26304,8184
947,certified,2015,Toyota Corolla ,L ,14987,37465
948,used,2012,Toyota RAV4 ,Base ,11747,106586
949,used,2013,Toyota Tacoma ,V6 ,26122,90210
950,certified,2015,Toyota Prius ,Two ,18195,35874
951,used,2015,Toyota Sienna ,L 7-Passenger ,23815,21607
952,used,2017,Toyota Tacoma ,TRD Sport ,28941,51964
953,certified,2015,Toyota Tundra ,SR5 ,27895,38408
954,certified,2017,Toyota Prius ,Two ,22819,9573
955,used,2016,Toyota Tacoma ,TRD Sport ,32023,51449
956,used,2012,Toyota RAV4 ,Base ,15915,66964
957,used,2015,Toyota Prius v ,Three ,21741,42706
958,certified,2015,Toyota Avalon ,XLE Touring ,22577,58880
959,used,2016,Honda Accord ,Sport ,19981,41272
960,certified,2015,Toyota RAV4 ,LE ,20851,31269
961,used,2015,Toyota Corolla ,S Plus ,16022,35605
962,used,2015,Toyota 4Runner ,Limited ,29521,73048
963,certified,2015,Toyota RAV4 ,LE ,19404,36428
964,certified,2015,Toyota RAV4 ,XLE ,22077,35928
965,certified,2015,Toyota Prius ,Two ,18427,33258
966,certified,2014,Toyota Tundra ,Limited FFV ,39991,38339
967,used,2015,Toyota Corolla ,L ,14738,23838
